time,cpuusage
1621673928,0.017702136
1621673929,0.017703221
1621673930,0.017703414
1621673931,0.017703473
1621673932,0.60144
1621673933,0.60144
1621673934,0.60144
1621673935,0.60144
1621673936,0.60144
1621673937,0.60144
1621673938,0.60144
1621673939,0.017704434
1621673940,0.017704685
1621673941,0.0177047
1621673942,0.017704756
1621673943,0.017704813
1621673944,0.01770523
1621673945,0.017705416
1621673946,0.017705525
1621673947,0.017705585
1621673949,0.017705773
1621673950,0.017705697
1621673951,0.017705665
1621673952,0.017706078
1621673953,0.017707294
1621673954,0.017707756
1621673955,0.017707725
1621673956,0.017707649
1621673957,0.017707705
1621673958,0.017707761
1621673959,0.017707911
1621673960,0.017708105
1621673961,0.017708252
1621673962,0.017708353
1621673963,0.017708288
1621673964,0.017708434
1621673965,0.017708716
1621673966,0.017708686
1621673967,0.017708742
1621673968,0.0177088
1621673969,0.017708901
1621673970,0.017708916
1621673972,0.017708979
1621673973,0.017709424
1621673974,0.017710949
1621673975,0.017712126
1621673976,0.017713389
1621673977,0.017714653
1621673978,0.017715829
1621673979,0.017717354
1621673980,0.017718661
1621673981,0.017719837
1621673982,0.01772097
1621673983,0.017722146
1621673984,0.017723192
1621673985,0.017724412
1621673986,0.017726416
1621673987,0.017727723
1621673988,0.017729161
1621673989,0.017730293
1621673990,0.017731775
1621673991,0.017731775
1621673992,0.017734694
1621673993,0.017735696
1621673995,0.01773709
1621673996,0.017738832
1621673997,0.017740096
1621673998,0.017741011
1621673999,0.017741969
1621674000,0.017743189
1621674001,0.017744278
1621674002,0.017745716
1621674003,0.017746979
1621674004,0.017748112
1621674005,0.017749288
1621674006,0.017750464
1621674007,0.232345
1621674008,0.232345
1621674009,0.232345
1621674010,0.232345
1621674011,0.232345
1621674012,0.232345
1621674013,0.232345
1621674014,0.232345
1621674015,0.232345
1621674016,0.232345
1621674017,0.232345
1621674019,0.232345
1621674020,0.232345
1621674021,0.232345
1621674022,0.232345
1621674023,0.232345
1621674024,0.232345
1621674025,0.232345
1621674026,0.232345
1621674027,0.232345
1621674028,0.232345
1621674029,0.232345
1621674030,0.232345
1621674031,0.232345
1621674032,0.232345
1621674033,0.232345
1621674034,0.232345
1621674035,0.232345
1621674036,0.232345
1621674037,0.232345
1621674038,0.232345
1621674039,0.232345
1621674040,0.232345
1621674041,0.232345
1621674042,0.232345
1621674044,0.232345
1621674045,0.232345
1621674046,0.232345
1621674047,0.232345
1621674048,0.232345
1621674049,0.232345
1621674050,0.232345
1621674051,0.232345
1621674052,0.232345
1621674053,0.232345
1621674054,0.232345
1621674055,0.232345
1621674056,0.232345
1621674057,0.232345
1621674058,0.232345
1621674059,0.232345
1621674060,0.232345
1621674061,0.232345
1621674062,0.232345
1621674063,0.232345
1621674064,0.232345
1621674065,0.232345
1621674066,0.232345
1621674067,0.232345
1621674068,0.232345
1621674069,0.232345
1621674070,0.232345
1621674072,0.232345
1621674073,0.232345
1621674074,0.232345
1621674075,0.232345
1621674076,0.232345
1621674077,0.232345
1621674078,0.232345
1621674079,0.232345
1621674080,0.232345
1621674081,0.232345
1621674082,0.232345
1621674083,0.232345
1621674084,0.232345
1621674085,0.232345
1621674086,0.232345
1621674087,0.232345
1621674088,0.232345
1621674089,0.232345
1621674090,0.232345
1621674091,0.232345
1621674092,0.232345
1621674093,0.232345
1621674094,0.232345
1621674096,0.232345
1621674097,0.232345
1621674098,0.232345
1621674099,0.232345
1621674100,0.232345
1621674101,0.232345
1621674102,0.232345
1621674103,0.232345
1621674104,0.232345
1621674105,0.232345
1621674106,0.232345
1621674107,0.232345
1621674108,0.232345
1621674109,0.232345
1621674110,0.232345
1621674111,0.232345
1621674112,0.232345
1621674113,0.232345
1621674114,0.232345
1621674115,0.232345
1621674116,0.232345
1621674117,0.232345
1621674118,0.232345
1621674119,0.232345
1621674120,0.232345
1621674122,0.232345
1621674123,0.232345
1621674124,0.232345
1621674125,0.232345
1621674126,0.232345
1621674127,0.232345
1621674128,0.232345
1621674129,0.232345
1621674130,0.232345
1621674131,0.232345
1621674132,0.232345
1621674133,0.232345
1621674134,0.232345
1621674135,0.232345
1621674136,0.232345
1621674137,0.232345
1621674138,0.232345
1621674139,0.232345
1621674140,0.232345
1621674141,0.232345
1621674142,0.232345
1621674143,0.232345
1621674144,0.232345
1621674145,0.232345
1621674146,0.232345
1621674147,0.232345
1621674149,0.232345
1621674150,0.232345
1621674151,0.232345
1621674152,0.232345
1621674153,0.232345
1621674154,0.232345
1621674155,0.232345
1621674156,0.232345
1621674157,0.232345
1621674158,0.232345
1621674159,0.232345
1621674160,0.232345
1621674161,0.232345
1621674162,0.232345
1621674163,0.232345
1621674164,0.232345
1621674165,0.232345
1621674166,0.232345
1621674167,0.232345
1621674168,0.232345
1621674169,0.232345
1621674170,0.232345
1621674171,0.232345
1621674172,0.232345
1621674173,0.232345
1621674175,0.232345
1621674176,0.232345
1621674177,0.232345
1621674178,0.232345
1621674179,0.232345
1621674180,0.232345
1621674181,0.232345
1621674182,0.232345
1621674183,0.232345
1621674184,0.232345
1621674185,0.232345
1621674186,0.232345
1621674187,0.232345
1621674188,0.232345
1621674189,0.232345
1621674190,0.232345
1621674191,0.232345
1621674192,0.232345
1621674193,0.232345
1621674194,0.232345
1621674195,0.232345
1621674196,0.232345
1621674197,0.232345
1621674198,0.232345
1621674199,0.232345
1621674201,0.232345
1621674202,0.232345
1621674203,0.232345
1621674204,0.232345
1621674205,0.232345
1621674206,0.232345
1621674207,0.232345
1621674208,0.232345
1621674209,0.232345
1621674210,0.232345
1621674211,0.232345
1621674212,0.232345
1621674213,0.232345
1621674214,0.232345
1621674215,0.232345
1621674216,0.232345
1621674217,0.232345
1621674218,0.232345
1621674219,0.232345
1621674220,0.232345
1621674221,0.232345
1621674222,0.232345
1621674223,0.232345
1621674224,0.232345
1621674225,0.232345
1621674227,0.232345
1621674228,0.232345
1621674229,0.232345
1621674230,0.232345
1621674231,0.232345
1621674232,0.232345
1621674233,0.232345
1621674234,0.232345
1621674235,0.232345
1621674236,0.232345
1621674237,0.232345
1621674238,0.232345
1621674239,0.232345
1621674240,0.232345
1621674241,0.232345
1621674242,0.232345
1621674243,0.232345
1621674244,0.232345
1621674245,0.232345
1621674246,0.232345
1621674247,0.232345
1621674248,0.232345
1621674249,0.232345
1621674250,0.232345
1621674251,0.232345
1621674252,0.232345
1621674253,0.232345
1621674255,0.232345
1621674256,0.232345
1621674257,0.232345
1621674258,0.232345
1621674259,0.232345
1621674260,0.232345
1621674261,0.232345
1621674262,0.232345
1621674263,0.232345
1621674264,0.232345
1621674265,0.232345
1621674266,0.232345
1621674267,0.232345
1621674268,0.232345
1621674269,0.232345
1621674270,0.232345
1621674271,0.232345
1621674272,0.232345
1621674273,0.232345
1621674275,0.232345
1621674276,0.232345
1621674277,0.232345
1621674278,0.232345
1621674279,0.232345
1621674280,0.232345
1621674281,0.232345
1621674282,0.232345
1621674283,0.232345
1621674284,0.232345
1621674285,0.232345
1621674286,0.232345
1621674287,0.232345
1621674288,0.232345
1621674289,0.232345
1621674290,0.232345
1621674291,0.232345
1621674292,0.232345
1621674293,0.232345
1621674294,0.232345
1621674295,0.232345
1621674296,0.232345
1621674298,0.232345
1621674299,0.232345
1621674300,0.232345
1621674301,0.018003842
1621674302,0.018005278
1621674303,0.018007063
1621674304,0.018008369
1621674305,0.018009718
1621674306,0.018011285
1621674307,0.018012939
1621674308,0.018014636
1621674309,0.018015681
1621674310,0.018016507
1621674311,0.018017509
1621674312,0.018018684
1621674313,0.018019859
1621674314,0.018021034
1621674315,0.018022514
1621674316,0.018023732
1621674317,0.018026605
1621674318,0.01802778
1621674319,0.018028781
1621674320,0.018029695
1621674321,0.018031088
1621674322,0.018032306
1621674323,0.018033351
1621674324,0.0180347
1621674325,0.018036049
1621674327,0.018037224
1621674328,0.01803853
1621674329,0.018039357
1621674330,0.018040445
1621674331,0.018041794
1621674332,0.018043274
1621674333,0.018044623
1621674334,0.018046015
1621674335,0.018046842
1621674336,0.018048235
1621674337,0.018050019
1621674338,0.018051325
1621674339,0.018052718
1621674340,0.018054023
1621674341,0.018055546
1621674342,0.018058114
1621674343,0.01805942
1621674344,0.018060508
1621674345,0.018061726
1621674346,0.242323
1621674347,0.242323
1621674348,0.242323
1621674349,0.242323
1621674350,0.242323
1621674352,0.242323
1621674353,0.242323
1621674354,0.242323
1621674355,0.242323
1621674356,0.242323
1621674357,0.242323
1621674358,0.242323
1621674359,0.242323
1621674360,0.242323
1621674361,0.242323
1621674362,0.242323
1621674363,0.242323
1621674364,0.242323
1621674365,0.242323
1621674366,0.242323
1621674367,0.242323
1621674368,0.242323
1621674369,0.242323
1621674370,0.242323
1621674371,0.242323
1621674372,0.242323
1621674373,0.242323
1621674374,0.242323
1621674375,0.242323
1621674376,0.242323
1621674378,0.242323
1621674379,0.242323
1621674380,0.242323
1621674381,0.242323
1621674382,0.242323
1621674383,0.242323
1621674384,0.242323
1621674385,0.242323
1621674386,0.242323
1621674387,0.242323
1621674388,0.242323
1621674389,0.242323
1621674390,0.242323
1621674391,0.242323
1621674392,0.242323
1621674393,0.242323
1621674394,0.242323
1621674395,0.242323
1621674396,0.242323
1621674397,0.242323
1621674398,0.242323
1621674399,0.242323
1621674401,0.242323
1621674402,0.242323
1621674403,0.242323
1621674404,0.242323
1621674405,0.242323
1621674406,0.242323
1621674407,0.242323
1621674408,0.242323
1621674409,0.242323
1621674410,0.242323
1621674411,0.242323
1621674412,0.242323
1621674413,0.242323
1621674414,0.242323
1621674415,0.242323
1621674416,0.242323
1621674417,0.242323
1621674418,0.242323
1621674419,0.242323
1621674420,0.242323
1621674421,0.242323
1621674422,0.242323
1621674424,0.242323
1621674425,0.242323
1621674426,0.242323
1621674427,0.242323
1621674428,0.242323
1621674429,0.242323
1621674430,0.242323
1621674431,0.242323
1621674432,0.242323
1621674433,0.242323
1621674434,0.242323
1621674435,0.242323
1621674436,0.242323
1621674437,0.242323
1621674438,0.01817643
1621674439,0.018177517
1621674440,0.018178953
1621674441,0.01817991
1621674442,0.018180824
1621674444,0.018182086
1621674445,0.01818313
1621674446,0.018184087
1621674447,0.018185305
1621674448,0.018186611
1621674449,0.018187655
1621674450,0.018188655
1621674451,0.018189656
1621674452,0.018190874
1621674453,0.018192049
1621674454,0.018193615
1621674455,0.018194616
1621674456,0.018196052
1621674457,0.018197313
1621674458,0.018198793
1621674459,0.018199619
1621674460,0.018200881
1621674461,0.018203361
1621674462,0.018204666
1621674463,0.018205928
1621674464,0.018207059
1621674465,0.018208582
1621674467,0.0182098
1621674468,0.018210931
1621674469,0.018211975
1621674470,0.018213454
1621674471,0.018215021
1621674472,0.018216413
1621674473,0.018217457
1621674474,0.018218762
1621674475,0.018220415
1621674476,0.018222112
1621674477,0.018223156
1621674478,0.018224505
1621674479,0.018225723
1621674480,0.018226854
1621674481,0.018228203
1621674482,0.018229377
1621674483,0.018230508
1621674484,0.018232684
1621674485,0.018233684
1621674486,0.018234902
1621674487,0.01823599
1621674488,0.018237382
1621674490,0.018238687
1621674491,0.018240514
1621674492,0.018241863
1621674493,0.01824295
1621674494,0.018244125
1621674495,0.018245474
1621674496,0.018246561
1621674497,0.018247953
1621674498,0.018249084
1621674499,0.018250172
1621674500,0.018251303
1621674501,0.018252434
1621674502,0.018253739
1621674503,0.018256523
1621674504,0.018257698
1621674505,0.018258916
1621674506,0.018260221
1621674507,0.018261569
1621674508,0.018262831
1621674510,0.018263919
1621674511,0.3442424
1621674512,0.3442424
1621674513,0.3442424
1621674514,0.3442424
1621674515,0.3442424
1621674516,0.3442424
1621674517,0.3442424
1621674518,0.3442424
1621674519,0.3442424
1621674520,0.3442424
1621674521,0.3442424
1621674522,0.3442424
1621674523,0.3442424
1621674524,0.3442424
1621674525,0.3442424
1621674526,0.3442424
1621674527,0.3442424
1621674528,0.3442424
1621674529,0.3442424
1621674530,0.3442424
1621674532,0.3442424
1621674533,0.3442424
1621674534,0.3442424
1621674535,0.3442424
1621674536,0.3442424
1621674537,0.3442424
1621674538,0.3442424
1621674539,0.3442424
1621674540,0.3442424
1621674541,0.3442424
1621674542,0.3442424
1621674543,0.3442424
1621674544,0.3442424
1621674545,0.3442424
1621674546,0.3442424
1621674547,0.3442424
1621674548,0.3442424
1621674549,0.3442424
1621674550,0.3442424
1621674551,0.3442424
1621674552,0.3442424
1621674553,0.3442424
1621674555,0.3442424
1621674556,0.3442424
1621674557,0.3442424
1621674558,0.3442424
1621674559,0.3442424
1621674560,0.3442424
1621674561,0.3442424
1621674562,0.3442424
1621674563,0.3442424
1621674564,0.3442424
1621674565,0.3442424
1621674566,0.3442424
1621674567,0.3442424
1621674568,0.3442424
1621674569,0.3442424
1621674570,0.3442424
1621674571,0.3442424
1621674572,0.3442424
1621674573,0.3442424
1621674575,0.3442424
1621674576,0.3442424
1621674577,0.3442424
1621674578,0.3442424
1621674579,0.3442424
1621674580,0.3442424
1621674581,0.3442424
1621674582,0.3442424
1621674583,0.3442424
1621674584,0.3442424
1621674585,0.3442424
1621674586,0.3442424
1621674587,0.3442424
1621674588,0.3442424
1621674589,0.3442424
1621674590,0.3442424
1621674591,0.3442424
1621674592,0.3442424
1621674593,0.3442424
1621674594,0.3442424
1621674595,0.3442424
1621674597,0.3442424
1621674598,0.3442424
1621674599,0.3442424
1621674600,0.3442424
1621674601,0.3442424
1621674602,0.3442424
1621674603,0.3442424
1621674604,0.3442424
1621674605,0.3442424
1621674606,0.3442424
1621674607,0.3442424
1621674608,0.3442424
1621674609,0.3442424
1621674610,0.3442424
1621674611,0.3442424
1621674612,0.3442424
1621674613,0.3442424
1621674614,0.3442424
1621674615,0.3442424
1621674616,0.3442424
1621674617,0.3442424
1621674619,0.3442424
1621674620,0.3442424
1621674621,0.3442424
1621674622,0.3442424
1621674623,0.3442424
1621674624,0.3442424
1621674625,0.3442424
1621674626,0.3442424
1621674627,0.3442424
1621674628,0.3442424
1621674629,0.3442424
1621674630,0.3442424
1621674631,0.3442424
1621674632,0.3442424
1621674633,0.3442424
1621674634,0.3442424
1621674635,0.3442424
1621674636,0.3442424
1621674637,0.3442424
1621674638,0.3442424
1621674640,0.3442424
1621674641,0.3442424
1621674642,0.3442424
1621674643,0.3442424
1621674644,0.3442424
1621674645,0.3442424
1621674646,0.3442424
1621674647,0.3442424
1621674648,0.3442424
1621674649,0.3442424
1621674650,0.3442424
1621674651,0.3442424
1621674652,0.3442424
1621674653,0.3442424
1621674654,0.3442424
1621674655,0.3442424
1621674656,0.3442424
1621674657,0.3442424
1621674658,0.3442424
1621674659,0.3442424
1621674660,0.3442424
1621674661,0.3442424
1621674662,0.3442424
1621674663,0.3442424
1621674665,0.3442424
1621674666,0.3442424
1621674667,0.3442424
1621674668,0.3442424
1621674669,0.3442424
1621674670,0.3442424
1621674671,0.3442424
1621674672,0.3442424
1621674673,0.3442424
1621674674,0.3442424
1621674675,0.3442424
1621674676,0.3442424
1621674677,0.3442424
1621674678,0.3442424
1621674679,0.3442424
1621674680,0.3442424
1621674681,0.3442424
1621674682,0.3442424
1621674683,0.3442424
1621674685,0.3442424
1621674686,0.3442424
1621674687,0.3442424
1621674688,0.3442424
1621674689,0.3442424
1621674690,0.3442424
1621674691,0.3442424
1621674692,0.3442424
1621674693,0.3442424
1621674694,0.3442424
1621674695,0.3442424
1621674696,0.3442424
1621674697,0.3442424
1621674698,0.3442424
1621674699,0.3442424
1621674700,0.3442424
1621674701,0.3442424
1621674702,0.3442424
1621674703,0.3442424
1621674704,0.3442424
1621674705,0.3442424
1621674706,0.3442424
1621674708,0.3442424
1621674709,0.3442424
1621674710,0.3442424
1621674711,0.3442424
1621674712,0.3442424
1621674713,0.3442424
1621674714,0.3442424
1621674715,0.3442424
1621674716,0.3442424
1621674717,0.3442424
1621674718,0.3442424
1621674719,0.3442424
1621674720,0.3442424
1621674721,0.3442424
1621674722,0.3442424
1621674723,0.3442424
1621674724,0.3442424
1621674725,0.3442424
1621674726,0.3442424
1621674728,0.3442424
1621674729,0.3442424
1621674730,0.3442424
1621674731,0.3442424
1621674732,0.3442424
1621674733,0.3442424
1621674734,0.3442424
1621674735,0.3442424
1621674736,0.3442424
1621674737,0.3442424
1621674738,0.3442424
1621674739,0.3442424
1621674740,0.3442424
1621674741,0.3442424
1621674742,0.3442424
1621674743,0.3442424
1621674744,0.3442424
1621674745,0.3442424
1621674746,0.3442424
1621674747,0.3442424
1621674748,0.3442424
1621674749,0.3442424
1621674750,0.3442424
1621674752,0.3442424
1621674753,0.3442424
1621674754,0.3442424
1621674755,0.3442424
1621674756,0.3442424
1621674757,0.3442424
1621674758,0.3442424
1621674759,0.3442424
1621674760,0.3442424
1621674761,0.3442424
1621674762,0.3442424
1621674763,0.3442424
1621674764,0.3442424
1621674765,0.3442424
1621674766,0.3442424
1621674767,0.3442424
1621674768,0.3442424
1621674769,0.3442424
1621674770,0.3442424
1621674771,0.3442424
1621674772,0.3442424
1621674773,0.3442424
1621674774,0.3442424
1621674775,0.3442424
1621674777,0.3442424
1621674778,0.3442424
1621674779,0.3442424
1621674780,0.3442424
1621674781,0.3442424
1621674782,0.3442424
1621674783,0.3442424
1621674784,0.3442424
1621674785,0.3442424
1621674786,0.3442424
1621674787,0.3442424
1621674788,0.3442424
1621674789,0.3442424
1621674790,0.3442424
1621674791,0.3442424
1621674792,0.3442424
1621674793,0.3442424
1621674794,0.3442424
1621674795,0.3442424
1621674796,0.3442424
1621674798,0.3442424
1621674799,0.3442424
1621674800,0.3442424
1621674801,0.3442424
1621674802,0.3442424
1621674803,0.3442424
1621674804,0.3442424
1621674805,0.3442424
1621674806,0.3442424
1621674807,0.3442424
1621674808,0.3442424
1621674809,0.3442424
1621674810,0.3442424
1621674811,0.3442424
1621674812,0.3442424
1621674813,0.3442424
1621674814,0.3442424
1621674815,0.3442424
1621674816,0.3442424
1621674817,0.3442424
1621674818,0.3442424
1621674819,0.3442424
1621674820,0.3442424
1621674822,0.3442424
1621674823,0.3442424
1621674824,0.3442424
1621674825,0.3442424
1621674826,0.3442424
1621674827,0.3442424
1621674828,0.3442424
1621674829,0.3442424
1621674830,0.3442424
1621674831,0.3442424
1621674832,0.3442424
1621674833,0.3442424
1621674834,0.3442424
1621674835,0.3442424
1621674836,0.3442424
1621674837,0.3442424
1621674838,0.3442424
1621674839,0.3442424
1621674840,0.3442424
1621674841,0.3442424
1621674842,0.3442424
1621674843,0.3442424
1621674844,0.3442424
1621674846,0.3442424
1621674847,0.3442424
1621674848,0.3442424
1621674849,0.3442424
1621674850,0.3442424
1621674851,0.3442424
1621674852,0.3442424
1621674853,0.3442424
1621674854,0.3442424
1621674855,0.3442424
1621674856,0.3442424
1621674857,0.3442424
1621674858,0.3442424
1621674859,0.3442424
1621674860,0.3442424
1621674861,0.3442424
1621674862,0.3442424
1621674863,0.3442424
1621674864,0.3442424
1621674865,0.3442424
1621674866,0.3442424
1621674868,0.3442424
1621674869,0.3442424
1621674870,0.3442424
1621674871,0.3442424
1621674872,0.3442424
1621674873,0.3442424
1621674874,0.3442424
1621674875,0.3442424
1621674876,0.3442424
1621674877,0.3442424
1621674878,0.3442424
1621674879,0.3442424
1621674880,0.3442424
1621674881,0.3442424
1621674882,0.3442424
1621674883,0.3442424
1621674884,0.3442424
1621674885,0.3442424
1621674886,0.3442424
1621674887,0.3442424
1621674888,0.3442424
1621674890,0.3442424
1621674891,0.3442424
1621674892,0.3442424
1621674893,0.3442424
1621674894,0.3442424
1621674895,0.3442424
1621674896,0.3442424
1621674897,0.3442424
1621674898,0.3442424
1621674899,0.3442424
1621674900,0.3442424
1621674901,0.3442424
1621674902,0.3442424
1621674903,0.3442424
1621674904,0.3442424
1621674905,0.3442424
1621674906,0.3442424
1621674907,0.3442424
1621674908,0.3442424
1621674909,0.3442424
1621674910,0.3442424
1621674911,0.3442424
1621674912,0.3442424
1621674914,0.3442424
1621674915,0.3442424
1621674916,0.3442424
1621674917,0.3442424
1621674918,0.3442424
1621674919,0.3442424
1621674920,0.3442424
1621674921,0.3442424
1621674922,0.3442424
1621674923,0.3442424
1621674924,0.3442424
1621674925,0.3442424
1621674926,0.3442424
1621674927,0.3442424
1621674928,0.3442424
1621674929,0.3442424
1621674930,0.3442424
1621674931,0.3442424
1621674932,0.3442424
1621674933,0.3442424
1621674934,0.3442424
1621674936,0.3442424
1621674937,0.3442424
1621674938,0.3442424
1621674939,0.3442424
1621674940,0.3442424
1621674941,0.3442424
1621674942,0.3442424
1621674943,0.3442424
1621674944,0.3442424
1621674945,0.3442424
1621674946,0.3442424
1621674947,0.3442424
1621674948,0.3442424
1621674949,0.3442424
1621674950,0.3442424
1621674951,0.3442424
1621674952,0.3442424
1621674953,0.3442424
1621674954,0.3442424
1621674955,0.3442424
1621674956,0.3442424
1621674958,0.3442424
1621674959,0.3442424
1621674960,0.3442424
1621674961,0.3442424
1621674962,0.3442424
1621674963,0.3442424
1621674964,0.3442424
1621674965,0.3442424
1621674966,0.3442424
1621674967,0.3442424
1621674968,0.3442424
1621674969,0.3442424
1621674970,0.3442424
1621674971,0.3442424
1621674972,0.3442424
1621674973,0.3442424
1621674974,0.3442424
1621674975,0.3442424
1621674976,0.3442424
1621674977,0.3442424
1621674978,0.3442424
1621674980,0.3442424
1621674981,0.3442424
1621674982,0.3442424
1621674983,0.3442424
1621674984,0.3442424
1621674985,0.3442424
1621674986,0.3442424
1621674987,0.3442424
1621674988,0.3442424
1621674989,0.3442424
1621674990,0.3442424
1621674991,0.3442424
1621674992,0.3442424
1621674993,0.3442424
1621674994,0.3442424
1621674995,0.3442424
1621674996,0.3442424
1621674997,0.3442424
1621674999,0.3442424
1621675000,0.3442424
1621675001,0.3442424
1621675002,0.3442424
1621675003,0.3442424
1621675004,0.3442424
1621675005,0.3442424
1621675006,0.3442424
1621675007,0.3442424
1621675008,0.3442424
1621675009,0.3442424
1621675010,0.3442424
1621675011,0.3442424
1621675012,0.3442424
1621675013,0.3442424
1621675014,0.3442424
1621675015,0.3442424
1621675016,0.3442424
1621675017,0.3442424
1621675018,0.3442424
1621675020,0.3442424
1621675021,0.3442424
1621675022,0.3442424
1621675023,0.3442424
1621675024,0.3442424
1621675025,0.3442424
1621675026,0.3442424
1621675027,0.3442424
1621675028,0.3442424
1621675029,0.3442424
1621675030,0.3442424
1621675031,0.3442424
1621675032,0.3442424
1621675033,0.3442424
1621675034,0.3442424
1621675035,0.3442424
1621675036,0.3442424
1621675037,0.018938941
1621675038,0.018940418
1621675039,0.018941851
1621675041,0.018942981
1621675042,0.018944327
1621675043,0.018945413
1621675044,0.018946239
1621675045,0.018947151
1621675046,0.018948672
1621675047,0.018950018
1621675048,0.018951017
1621675049,0.01895219
1621675050,0.01895332
1621675051,0.018954319
1621675052,0.018955405
1621675053,0.018956665
1621675054,0.018957968
1621675055,0.018959488
1621675056,0.018962008
1621675057,0.018963702
1621675058,0.018965048
1621675059,0.018966048
1621675060,0.018967524
1621675061,0.018968784
1621675063,0.018969914
1621675064,0.018971
1621675065,0.018972259
1621675066,0.018973649
1621675067,0.018974952
1621675068,0.018976082
1621675069,0.018977255
1621675070,0.018978471
1621675071,0.018980035
1621675072,0.018981251
1621675073,0.01898238
1621675074,0.01898364
1621675075,0.018984813
1621675076,0.018986116
1621675077,0.01898907
1621675078,0.018989895
1621675079,0.018990981
1621675080,0.018992154
1621675082,0.018993283
1621675083,0.018994456
1621675084,0.018995759
1621675085,0.018996845
1621675086,0.018998235
1621675087,0.018999277
1621675088,0.019000928
1621675089,0.019002274
1621675090,0.019003273
1621675091,0.019004533
1621675092,0.01900614
1621675093,0.019007356
1621675094,0.019008659
1621675095,0.019009702
1621675096,0.019010788
1621675097,0.0190117
1621675098,0.019014045
1621675099,0.019015305
1621675100,0.019016608
1621675101,0.019018128
1621675102,0.019019258
1621675103,0.0190203
1621675104,0.01902169
1621675106,0.019023167
1621675107,0.01902447
1621675108,0.019025686
1621675109,0.019026859
1621675110,0.019028292
1621675111,0.019029465
1621675112,0.019030985
1621675113,0.01903194
1621675114,0.019032809
1621675115,0.019033808
1621675116,0.019034763
1621675117,0.019036023
1621675118,0.019036892
1621675119,0.019038108
1621675120,0.019040106
1621675121,0.019041365
1621675122,0.019043016
1621675123,0.019044145
1621675124,0.0190451
1621675125,0.019046012
1621675127,0.019047229
1621675128,0.019048445
1621675129,0.019049574
1621675130,0.019050616
1621675131,0.019051963
1621675132,0.019053092
1621675133,0.019054091
1621675134,0.019055307
1621675135,0.019056436
1621675136,0.019057609
1621675137,0.019058781
1621675138,0.019059737
1621675139,0.019060823
1621675140,0.019061778
1621675141,0.019063255
1621675142,0.019065991
1621675143,0.019067337
1621675144,0.01906851
1621675145,0.019069682
1621675146,0.019070985
1621675147,0.019072245
1621675148,0.019073678
1621675150,0.019075241
1621675151,0.019076284
1621675152,0.019077109
1621675153,0.019078368
1621675154,0.019079715
1621675155,0.019080844
1621675156,0.019082147
1621675157,0.019083493
1621675158,0.019084579
1621675159,0.019085925
1621675160,0.019087141
1621675161,0.01908801
1621675162,0.019089269
1621675163,0.019090528
1621675164,0.019092309
1621675165,0.019093395
1621675166,0.019094611
1621675167,0.019095696
1621675168,0.019096739
1621675169,0.019097607
1621675171,0.019098997
1621675172,0.019100213
1621675173,0.019101125
1621675174,0.019102471
1621675175,0.019103643
1621675176,0.019104859
1621675177,0.019106032
1621675178,0.019106987
1621675179,0.019108377
1621675180,0.019109506
1621675181,0.019110765
1621675182,0.019112068
1621675183,0.019113024
1621675184,0.019114022
1621675185,0.019115369
1621675186,0.019118061
1621675187,0.019119755
1621675188,0.019120753
1621675189,0.019121969
1621675190,0.019123402
1621675192,0.019124705
1621675193,0.019125747
1621675194,0.019127354
1621675195,0.0191287
1621675196,0.019129612
1621675197,0.019130958
1621675198,0.019132174
1621675199,0.019133043
1621675200,0.019134215
1621675201,0.019135301
1621675202,0.019136777
1621675203,0.019138384
1621675204,0.0191396
1621675205,0.019140729
1621675206,0.019142075
1621675207,0.019143681
1621675208,0.019144854
1621675209,0.019146895
1621675210,0.019148371
1621675211,0.0191495
1621675212,0.019150412
1621675213,0.019151758
1621675214,0.01915267
1621675216,0.01915432
1621675217,0.019155927
1621675218,0.019157186
1621675219,0.019158923
1621675220,0.019160095
1621675221,0.019161094
1621675222,0.019162483
1621675223,0.019163916
1621675224,0.019164785
1621675225,0.019165914
1621675226,0.019167216
1621675227,0.019168562
1621675228,0.019169778
1621675229,0.019170951
1621675230,0.019173556
1621675231,0.019174902
1621675232,0.019176335
1621675233,0.01917742
1621675234,0.019178766
1621675236,0.019180503
1621675237,0.019181676
1621675238,0.019182978
1621675239,0.019183977
1621675240,0.019185149
1621675241,0.019186191
1621675242,0.019187711
